行政區,路名,段、號及其他註明,經度,緯度,備註
大同區,重慶北路,3段291號,121.513933,25.073287,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,三段303-1號前,121.520369,25.076181,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,4段235巷口對面左邊,121.511814,25.076003,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,4段229號對面,121.511612,25.075129,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,4段193號對面,121.511349,25.073923,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下右2）,121.509333,25.075667,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,酒泉街,235號左邊,121.510913,25.072225,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,酒泉街,235號右邊,121.510331,25.072238,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下左2）,121.509027,25.074833,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段(污水廠天橋下),121.508988,25.074408,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段敦煌路口,121.5097222,25.07611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,敦煌路,165號對面,121.5108333,25.07638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,敦煌路,151-1號左,121.511667,25.076389,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下左）,121.508972,25.074777,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下右）,121.509055,25.074833,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下右1）,121.509166,25.075389,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,敦煌路,151-1號對面右,121.509055,25.07525,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段288號,121.51365,25.073182,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,敦煌路,151-1號,121.509222,25.075611,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段（污水廠天橋下左1）,121.50925,25.073083,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,環河北路,2段污水廠右側,121.50925,25.072277,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,酒泉街,221號公車站牌,121.511351,25.072199,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段272號,121.513621,25.071741,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段250-1號,121.513596,25.070857,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段232號,121.513603,25.070457,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段208號,121.513608,25.069822,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段186號,121.513575,25.069174,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段178號公車站牌,121.513739,25.068934,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段172號,121.513566,25.068849,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,三段168號對面公車站,121.51374,25.068833,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,217號,121.513317,25.068752,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,223之8號,121.512845,25.068743,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,223-17號,121.51251,25.068752,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,233號,121.512096,25.06876,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,246號,121.512491,25.068576,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,236號,121.512725,25.068562,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,226號公車站牌,121.512938,25.068564,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,重慶北路三段口,121.513452,25.06855,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段1號,121.513701,25.063386,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段164號,121.513563,25.068441,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段138號,121.51354,25.067798,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段污水廠,121.508973,25.074768,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,三段84號對面公車站,121.513653,25.066282,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,三段80號對面公車站,121.51364,25.066098,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段54號,121.513516,25.065782,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段44號,121.513514,25.065527,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段20號,121.513496,25.064874,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段2號,121.513489,25.06447,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,三段2號(大橋頭捷運三號出口),121.513376,25.06331,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,3段重慶.民權路口公車專用道,121.513596,25.063312,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,大橋頭捷運二號出口,121.51326,25.063126,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,大橋頭捷運一號出口,121.512188,25.063141,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,237號電箱旁,121.511657,25.063051,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,3段3號,121.511253,25.063254,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,3段4號(地下道出口),121.511122,25.063284,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,敦煌路,151號,121.511819,25.076405,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民族西路,269號旁,121.511059,25.068817,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段涼州街口站牌,121.513437,25.061879,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段涼州街口站牌,121.513427,25.061495,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段涼州街口站牌,121.513405,25.060937,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,二段涼州街口(公車專用道),121.513569,25.061095,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段涼州街口公車專用道,121.513546,25.060896,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段涼州街口西南側,121.513409,25.060474,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,二段民生西路口(公車專用道),121.513726,25.057306,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段民生西路口公車專用道,121.513752,25.057131,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,重慶北路二段68號前,121.513769,25.056006,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段32號,121.514053,25.055008,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段116號,121.514124,25.053387,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段92號,121.513976,25.052703,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段62號,121.513889,25.051953,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段26號,121.513498,25.050507,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段20號,121.513461,25.051274,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段鄭州路口,121.513259,25.049692,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,1段53號,121.511964,25.05109,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,二段17號,121.511766,25.05446,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,涼州街,與甘州街口,121.512817,25.060676,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,延平北路,二段255號前(大樹下),121.511369,25.062579,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,鄭州路口捷運北門站3號出口無障礙空間斜坡道旁,121.510275,25.050053,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,捷運北門站2號公車站牌,121.510277,25.048987,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,市民大道口捷運北門站2號出口,121.510412,25.049421,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,塔城公園公車亭後方,121.510572,25.050675,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,15巷口南側,121.510526,25.0514,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,24號前(電信局),121.510421,25.0508,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,市民大道口捷運北門站1號出口,121.510104,25.04884,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,市民大道口捷運北門站3號出口,121.510263,25.049543,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,鄭州路,26巷口旁,121.509376,25.050183,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,鄭州路,145號中興醫院東側,121.509693,25.050449,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,鄭州路,145號中興醫院西側,121.50865,25.05062,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,西寧北路,中興醫院站牌,121.508418,25.051198,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,西寧北路,中興醫院急診室車道右側,121.508523,25.051554,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,西寧北路,32號(忠孝國中),121.513461,25.050395,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,西寧北路,32號(忠孝國中南側),121.508231,25.051001,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,西寧北路,19之2號前,121.508671,25.052794,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,塔城街,忠孝西路口,121.509598,25.048334,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,長安西路,298號,121.512524,25.05189,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,長安西路,303號對面大樹下,121.507591,25.052251,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,146號(98型),121.515769,25.062812,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,136號,121.516087,25.062797,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,102巷公車專用道內,121.518103,25.062785,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,民權西路口承德路二段206號(98型),121.518122,25.062466,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段168號(98型),121.518073,25.06093,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段152號,121.518083,25.060134,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,承德路民生西路149號旁天橋下,121.518043,25.057407,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,民生西路160號承德路口天橋下,121.518038,25.057253,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段54號,121.518007,25.056591,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段2號,121.518029,25.054865,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,1段40號,121.516929,25.051103,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,1段原台汽站前,121.516403,25.049598,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,1段原台汽站前,121.516331,25.049271,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,台北車站,天橋(98型),121.516448,25.048912,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,台北車站,天橋(98型),121.5165,25.0489,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段143號,121.518344,25.057843,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段205號,121.518318,25.059599,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段成淵高中前公車站牌,121.518386,25.060865,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民權西路,84號(花圃旁),121.519061,25.062719,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,太原路,42號前(89型),121.515145,25.050379,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,１段１號前(89型),121.513507,25.049619,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段25號,121.513672,25.050401,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段上(長安西路244號)路口,121.513986,25.051483,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,1段85之3號(大桶),121.514253,25.05288,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段15號,121.514383,25.054593,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段63號,121.514141,25.055597,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段101號公車專用道內,121.513799,25.056888,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,民生西路256號(大桶),121.513909,25.056945,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段173號,121.513743,25.059339,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段201號公車專用道內,121.513561,25.060363,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段201號公車專用道內(98型),121.513573,25.060579,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,承德路,2段239號前,121.518371,25.062441,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,重慶北路,2段243號公車專用道內,121.513613,25.062671,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,錦西街,蔣渭水公園(大桶)行人道上,121.516768,25.059973,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,錦西街,雙連國小(大桶)行人道上,121.516736,25.060098,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民生西路,239號前機車格旁,121.515361,25.057148,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民生西路,241號天主堂旁公車站牌,121.515061,25.057138,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民生西路,民生西路212號公車站牌,121.515068,25.056957,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,民生西路,198之22號(左前方)電箱旁,121.516027,25.056982,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,平陽街,10號斜對面行人道上,121.516411,25.055363,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,平陽街,44號對面,121.515287,25.055537,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,30號前,121.519772,25.052686,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,33號前,121.519946,25.052846,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,62號,121.518927,25.052896,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,日新國小南側公車站牌,121.51691,25.053568,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,123號前,121.514945,25.054169,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,寧夏路,1號旁,121.514835,25.05428,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,南京西路,244號前公車站牌,121.515583,25.053648,嚴禁投入家用垃圾，違者重罰新台幣6000元
大同區,長安西路,59號(大桶),121.517358,25.050888,嚴禁投入家用垃圾，違者重罰新台幣6000元
